Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Subaru,Legacy,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28,20,640,31640
Hyundai,Entourage,2008,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1439,29895
Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,29,21,258,62500
Lexus,LX 570,2017,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,18,13,454,89380
Mercedes-Benz,S-Class,2017,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,22,13,617,226900
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,45955
BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,23,3916,40750
Ford,Fiesta,2015,regular unleaded,197.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,35,26,5657,21435
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657,35825
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,19,15,5657,24535
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439,26150
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439,29900
Toyota,Prius,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,30015
Saab,9-7X,2007,regular unleaded,300.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,4dr SUV,19,13,376,41190
Infiniti,G Coupe,2012,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,18,190,40900
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,28,18,1624,41340
Tesla,Model S,2016,electric,,0.0,DIRECT_DRIVE,all wheel drive,4.0,"Exotic,Performance",Large,Sedan,102,101,1391,75000
Subaru,Forester,2016,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,640,29195
Buick,Encore,2017,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,26,155,27065
Acura,RSX,2005,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,31,22,204,22250
Cadillac,DTS,2011,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,54825
Mitsubishi,3000GT,1998,regular unleaded,161.0,6.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,22,17,436,3701
GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,16,12,549,25690
Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,34,24,1385,18170
Cadillac,ATS-V,2017,premium unleaded (recommended),464.0,6.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,23,16,1624,60695
Hyundai,Tucson,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,1439,26450
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,28850
Rolls-Royce,Ghost,2013,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,256650
Toyota,Avalon,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,30,21,2031,37650
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,549,37810
Volkswagen,Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,26685
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,27,1720,13990
Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,24,617,41850
Toyota,Camry,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,21,2031,31370
Mazda,CX-5,2015,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,26215
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,549,28205
Volvo,850,1995,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000
Volkswagen,Rabbit,2008,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,21,873,18650
Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,29995
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,29265
GMC,S-15,1990,regular unleaded,105.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,25,21,549,2000
Suzuki,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15249
Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,26640
Maserati,Ghibli,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,17,238,71600
Chevrolet,Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,25,1385,14990
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,28155
Lamborghini,Murcielago,2010,premium unleaded (required),670.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,14,9,1158,450000
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,High-Performance,Midsize,Sedan,30,22,2009,36990
Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,46750
Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,169900
Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,28630
Toyota,Prius,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,28115
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,204,38370
BMW,X6 M,2015,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,102100
Ford,Escape Hybrid,2011,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,31,34,5657,33080
Volvo,XC60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,28,20,870,47200
Audi,A4,2017,premium unleaded (recommended),190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37,27,3105,37850
Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,23,16,1385,39510
Honda,Element,2009,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,25770
Lincoln,Mark LT,2007,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Crew Cab Pickup,16,12,61,38125
Porsche,911,2016,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,24,17,1715,194600
Mitsubishi,i-MiEV,2014,electric,,,DIRECT_DRIVE,rear wheel drive,4.0,Hatchback,Compact,4dr Hatchback,99,126,436,22995
Cadillac,ATS-V,2017,premium unleaded (recommended),464.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,16,1624,62895
Bentley,Continental Supersports Convertible,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,26500
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,18,1624,47995
Toyota,T100,1997,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,19,15,2031,2767
Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,61,37080
Chevrolet,Chevy Van,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,18,13,1385,2116
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,37280
Scion,tC,2015,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,23,105,23190
Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,18,14,1385,26975
Ford,Taurus,2017,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,24,17,5657,38705
Mercedes-Benz,S-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,24,16,617,121550
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,24,17,617,75700
Honda,Accord,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,34,26,2202,25875
Pontiac,6000,1990,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,20,210,2000
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481,24349
Subaru,Baja,2004,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,22795
Lotus,Evora,2013,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,18,613,68300
GMC,Sonoma,2002,regular unleaded,190.0,6.0,MANUAL,four wheel drive,3.0,,Compact,Extended Cab Pickup,16,12,549,19675
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,27925
Infiniti,QX80,2016,premium unleaded (recommended),400.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,19,13,190,88850
Subaru,Baja,2005,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,21,16,640,25345
BMW,4 Series,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,31,20,3916,56950
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,31930
Lexus,IS 350 C,2013,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,46890
Oldsmobile,Alero,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,26,21585
Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,51885
Mazda,B-Series Pickup,1999,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,19,15,586,3696
Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,26,19,1715,104600
Dodge,Neon,2005,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,25,1851,13800
Suzuki,Kizashi,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,29,20,481,22249
Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,19,13,258,186495
Cadillac,Escalade ESV,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,22,15,1624,76395
Infiniti,G35,2006,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,22,16,190,33250
BMW,X5,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,3916,55500
Pontiac,Grand Am,2005,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210,22500
Lincoln,Continental,2017,premium unleaded (recommended),,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,25,17,61,55915
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,17,1385,37380
Infiniti,Q70,2016,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,190,62850
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,436,17795
Hyundai,XG350,2005,regular unleaded,194.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,16,1439,26499
Infiniti,FX35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,15,190,38050
Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,210,26140
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,11,549,35285
Hyundai,Veloster,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,28,1439,21650
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851,29395
Toyota,Pickup,1995,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,17,14,2031,2691
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,24170
Buick,Century,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,155,21235
Volkswagen,Cabriolet,1993,regular unleaded,94.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,27,21,873,2000
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,34700
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,37240
Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,26,21,873,24890
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,29220
Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,31210
Chevrolet,TrailBlazer,2009,premium unleaded (recommended),390.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,16,12,1385,37195
Infiniti,G Sedan,2011,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,41550
Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657,24710
Land Rover,Range Rover Sport,2014,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Midsize,4dr SUV,19,14,258,92400
Audi,Q3,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,20,3105,39200
Dodge,Stealth,1994,regular unleaded,222.0,6.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,23,17,1851,2203
Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,16,12,1385,33620
Honda,Accord Plug-In Hybrid,2014,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,46,47,2202,39780
BMW,X3,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,19,3916,46800
Lamborghini,Gallardo,2014,premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,14,1158,251600
Nissan,350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,38630
GMC,Canyon,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,26,19,549,22650
Infiniti,QX,2013,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,61350
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,106550
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,873,18995
Toyota,Tundra,2016,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,18,14,2031,32190
Pontiac,G6,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,26,17,210,23100
Mercedes-Benz,E-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,22,617,54650
Volvo,S60,2016,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,27,18,870,44200
Oldsmobile,Aurora,2001,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,17,26,30619
Ford,Fusion Hybrid,2017,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,41,43,5657,26480
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,19,15,5657,23570
Toyota,Camry Hybrid,2016,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,38,40,2031,27995
Mitsubishi,Expo,1995,regular unleaded,136.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,24,18,436,2000
Ford,Taurus X,2009,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,24,17,5657,31330
Pontiac,Grand Am,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,30,22,210,17070
Chevrolet,Malibu Hybrid,2009,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,34,26,1385,25555
GMC,Yukon XL,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,4dr SUV,22,15,549,68665
Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,34,23,870,50450
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1013,45170
Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,50950
Oldsmobile,Cutlass Ciera,1992,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,27,17,26,2000
Dodge,Nitro,2010,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,20,16,1851,28410
Volvo,XC60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,38850
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,34350
Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55305
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,23,16,2009,32510
Porsche,968,1994,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,24,15,1715,4878
Saab,9-2X,2006,regular unleaded,173.0,4.0,MANUAL,all wheel drive,4.0,Luxury,Compact,Wagon,26,19,376,22990
Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,15,436,27607
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,29545
Dodge,Neon,2004,premium unleaded (required),225.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,28,19,1851,20450
Toyota,Previa,1995,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,3.0,,Compact,Passenger Minivan,19,15,2031,2000
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,27,19,190,33250
Maybach,57,2011,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,372500
Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,24,16,1439,26750
Lincoln,Mark VIII,1997,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,24,16,61,2209
